Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
τ (s),γ,Time of n oscillations (s),User Data 3 (units),Mass (Kg),error on mass (Kg),Diameter (cm),error on diameter (cm),volume (m^3),error on volume (m^3),Number of Oscillations,Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s),Position (m),Velocity (m/s),Acceleration (m/s²)
,,,,,,,,,,,8.370,0.56,0.04,-61.68,8.370,0.56,0.00,0.50,8.370,0.54,0.00,,,,,,4.185,0.51,0.42,11.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.380,0.55,-0.54,28.74,8.380,0.56,0.02,0.49,,,,,,,,,4.190,0.51,0.75,53.97,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.390,0.55,0.62,45.85,8.390,0.56,0.01,-1.69,,,,,,,,,4.195,0.52,0.96,-18.88,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.400,0.56,0.38,-55.62,8.400,0.56,-0.01,-10.35,,,,,,,,,4.200,0.52,0.56,-51.98,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.410,0.56,-0.50,-18.11,8.410,0.56,-0.20,-18.24,,,,,,,,,4.205,0.52,0.44,-7.74,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.420,0.55,0.01,59.58,8.420,0.55,-0.38,-6.95,,,,,,,,,4.210,0.53,0.48,4.48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.430,0.56,0.70,0.74,8.430,0.55,-0.34,8.36,,,,,,,,,4.215,0.53,0.48,10.67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.440,0.57,0.03,-59.92,8.440,0.55,-0.21,12.87,,,,,,,,,4.220,0.53,0.59,-51.28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.450,0.56,-0.50,-0.92,8.450,0.55,-0.08,15.25,,,,,,,,,4.225,0.53,-0.03,21.48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.460,0.56,0.01,47.02,8.460,0.55,0.09,27.34,,,,,,,,,4.230,0.53,0.80,34.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.470,0.56,0.44,22.57,8.470,0.55,0.47,3.93,,,,,,,,,4.235,0.54,0.31,-40.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.480,0.57,0.46,-26.95,8.480,0.55,0.17,-46.68,,,,,,,,,4.240,0.53,0.40,13.89,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.490,0.57,-0.10,-39.47,8.490,0.55,-0.47,-29.48,,,,,,,,,4.245,0.55,0.45,-67.74,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.500,0.57,-0.33,-2.90,8.500,0.55,-0.42,14.58,,,,,,,,,4.250,0.54,-0.28,37.54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.510,0.56,-0.16,15.90,8.510,0.54,-0.18,25.69,,,,,,,,,4.255,0.54,0.82,12.97,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.520,0.56,-0.01,7.94,8.520,0.54,0.10,18.48,,,,,,,,,4.260,0.55,-0.15,-121.69,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.530,0.56,0.00,0.57,8.530,0.54,0.19,11.49,,,,,,,,,4.265,0.54,-0.39,198.03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.540,0.56,0.00,-0.43,8.540,0.55,0.33,-3.10,,,,,,,,,4.270,0.54,1.83,120.96,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.550,0.56,-0.01,-0.57,8.550,0.55,0.13,-29.38,,,,,,,,,4.275,0.56,0.82,-334.05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.560,0.56,-0.01,0.29,8.560,0.55,-0.26,-18.44,,,,,,,,,4.280,0.55,-1.51,-126.96,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.570,0.56,0.00,0.38,8.570,0.55,-0.24,-0.67,,,,,,,,,4.285,0.54,-0.45,159.71,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.580,0.56,0.00,6.95,8.580,0.54,-0.27,3.22,,,,,,,,,4.290,0.55,0.09,49.23,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.590,0.56,0.14,7.08,8.590,0.54,-0.17,11.80,,,,,,,,,4.295,0.55,0.04,-13.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.600,0.56,0.14,2.08,8.600,0.54,-0.04,8.13,,,,,,,,,4.300,0.55,-0.05,-14.60,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.610,0.56,0.18,9.72,8.610,0.54,-0.01,2.22,,,,,,,,,4.305,0.55,-0.11,-7.09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.620,0.57,0.33,-16.30,8.620,0.54,0.01,0.98,,,,,,,,,4.310,0.54,-0.12,94.59,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.630,0.57,-0.15,-43.48,8.630,0.54,0.01,6.45,,,,,,,,,4.315,0.54,0.84,12.84,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.640,0.57,-0.54,-7.06,8.640,0.54,0.13,6.78,,,,,,,,,4.320,0.55,0.01,-197.11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.650,0.56,-0.29,16.09,8.650,0.54,0.14,3.27,,,,,,,,,4.325,0.54,-1.13,-38.80,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.660,0.56,-0.21,11.50,8.660,0.54,0.20,13.89,,,,,,,,,4.330,0.54,-0.38,185.82,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.670,0.56,-0.06,16.45,8.670,0.55,0.42,-5.34,,,,,,,,,4.335,0.54,0.73,63.12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.680,0.56,0.11,9.74,8.680,0.55,0.09,-34.92,,,,,,,,,4.340,0.55,0.25,-160.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8.690,0.56,0.14,,8.690,0.55,-0.28,-18.97,,,,,,,,,4.345,0.54,-0.88,-91.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.700,0.55,-0.29,5.24,,,,,,,,,4.350,0.54,-0.66,31.77,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.710,0.54,-0.17,13.73,,,,,,,,,4.355,0.54,-0.56,84.29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.720,0.54,-0.01,16.65,,,,,,,,,4.360,0.53,0.18,19.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.730,0.54,0.16,22.25,,,,,,,,,4.365,0.54,-0.37,-50.98,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.740,0.55,0.43,16.70,,,,,,,,,4.370,0.53,-0.33,16.66,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.750,0.55,0.50,-27.66,,,,,,,,,4.375,0.53,-0.20,-90.56,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.760,0.56,-0.12,-49.25,,,,,,,,,4.380,0.53,-1.23,-25.87,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.770,0.55,-0.49,-1.69,,,,,,,,,4.385,0.52,-0.46,120.29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.780,0.55,-0.15,26.34,,,,,,,,,4.390,0.52,-0.03,3.46,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.790,0.55,0.04,26.47,,,,,,,,,4.395,0.52,-0.42,-34.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.800,0.55,0.38,28.85,,,,,,,,,4.400,0.52,-0.37,14.17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.810,0.55,0.61,-21.05,,,,,,,,,4.405,0.52,-0.28,-40.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.820,0.56,-0.04,-53.00,,,,,,,,,4.410,0.52,-0.77,-57.62,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.830,0.55,-0.45,-6.17,,,,,,,,,4.415,0.51,-0.86,28.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8.840,0.55,-0.17,,,,,,,,,,4.420,0.51,-0.49,30.90,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.425,0.51,-0.55,-4.81,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.430,0.50,-0.54,29.15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.435,0.50,-0.26,27.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.440,0.50,-0.26,-79.10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.445,0.50,-1.05,-35.78,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.450,0.49,-0.62,105.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455,0.49,0.01,-13.11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.460,0.49,-0.75,-75.89,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.465,0.48,-0.75,67.48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.470,0.48,-0.08,37.92,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.475,0.48,-0.37,-60.80,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.480,0.48,-0.69,-9.72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.485,0.48,-0.47,15.76,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.490,0.47,-0.53,37.17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.495,0.47,-0.10,23.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.500,0.47,-0.30,-50.08,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.505,0.47,-0.60,-41.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.510,0.47,-0.71,12.93,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.515,0.46,-0.47,554.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.520,0.46,4.84,-1678.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.525,0.51,-17.25,-900.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.530,0.29,-4.17,3471.99,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.535,0.47,17.47,644.09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.540,0.47,2.27,-3489.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.545,0.49,-17.43,-529.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.550,0.29,-3.03,3443.01,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.555,0.46,17.00,321.19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.560,0.46,0.19,-1708.74,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.565,0.46,-0.08,-49.85,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.570,0.46,-0.31,-1.86,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.575,0.46,-0.10,44.18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.580,0.46,0.13,31.55,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.585,0.46,0.21,15.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.590,0.46,0.28,278.15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.595,0.46,2.99,-1791.29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.600,0.49,-17.63,-549.73,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.605,0.29,-2.50,3553.32,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.610,0.47,17.90,169.69,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.615,0.47,-0.81,-1868.78,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.620,0.46,-0.79,191.14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.625,0.46,1.11,138.77,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.630,0.47,0.60,-89.75,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.635,0.46,0.21,-55.07,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.640,0.47,0.05,10.43,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.645,0.46,0.31,64.58,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.650,0.47,0.70,-7.62,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.655,0.47,0.24,2.72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.660,0.48,0.72,15.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.665,0.48,0.39,-39.78,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.670,0.48,0.33,42.38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.675,0.48,0.81,15.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.680,0.49,0.48,-88.67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.685,0.49,-0.07,31.37,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.690,0.49,0.79,57.23,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.695,0.49,0.50,-45.75,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.700,0.49,0.33,25.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.705,0.50,0.75,13.56,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.710,0.50,0.47,-32.97,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.715,0.50,0.42,1.81,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.720,0.50,0.49,38.30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725,0.51,0.80,-13.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.730,0.51,0.35,-86.51,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.735,0.51,-0.06,28.95,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.740,0.51,0.64,86.25,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.745,0.52,0.80,-25.43,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.750,0.52,0.38,-43.57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.755,0.52,0.37,-4.48,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.760,0.52,0.34,0.01,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.765,0.52,0.37,-7.38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.770,0.53,0.26,40.66,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.775,0.53,0.77,-29.19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.780,0.54,-0.03,-53.24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.785,0.53,0.24,81.38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.790,0.54,0.79,-79.94,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.795,0.53,-0.56,-17.53,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.800,0.53,0.61,126.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.805,0.54,0.70,-115.54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.810,0.54,-0.54,-112.92,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.815,0.54,-0.43,115.63,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.820,0.53,0.61,219.29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825,0.54,1.77,-22.85,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.830,0.55,0.38,-288.81,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.835,0.55,-1.12,-74.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.840,0.54,-0.37,92.11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.845,0.54,-0.20,0.68,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.850,0.54,-0.36,39.12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.855,0.54,0.19,68.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.860,0.54,0.33,-33.38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.865,0.54,-0.14,27.40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.870,0.54,0.60,118.20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.875,0.55,1.04,-133.82,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.880,0.55,-0.74,-209.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.885,0.54,-1.06,13.19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.890,0.54,-0.60,120.12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.895,0.53,0.15,177.43,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.900,0.54,1.17,-99.84,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.905,0.55,-0.85,-236.42,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.910,0.53,-1.19,155.61,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.915,0.53,0.70,71.06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.920,0.54,-0.48,-161.82,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.925,0.53,-0.91,106.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.930,0.53,0.58,42.85,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.935,0.53,-0.49,-117.66,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.940,0.53,-0.60,56.23,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.945,0.53,0.08,17.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.950,0.53,-0.42,-38.59,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.955,0.52,-0.31,8.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.960,0.52,-0.34,11.22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.965,0.52,-0.20,5.22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.970,0.52,-0.28,-21.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.975,0.52,-0.42,2.90,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.980,0.52,-0.25,-15.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.985,0.52,-0.57,-38.05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.990,0.51,-0.64,23.40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,4.995,0.51,-0.33,25.15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.000,0.51,-0.38,-5.27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.005,0.51,-0.39,10.84,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.010,0.50,-0.28,11.65,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.015,0.50,-0.27,-4.72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.020,0.50,-0.32,11.60,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025,0.50,-0.15,3.78,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.030,0.50,-0.28,-29.15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.035,0.50,-0.45,4.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.040,0.50,-0.24,31.07,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.045,0.49,-0.14,10.37,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.050,0.49,-0.14,-46.92,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.055,0.49,-0.60,-13.08,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.060,0.49,-0.27,68.50,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.065,0.49,0.08,4.95,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.070,0.49,-0.22,-23.06,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.075,0.49,-0.15,4.91,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.080,0.49,-0.17,-5.12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.085,0.49,-0.20,9.84,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.090,0.49,-0.07,17.39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.095,0.49,-0.03,-8.33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.100,0.48,-0.16,0.70,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.105,0.48,-0.02,-7.41,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.110,0.48,-0.23,-38.52,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.115,0.48,-0.41,41.07,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.120,0.48,0.18,74.97,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.125,0.48,0.34,-41.00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.130,0.48,-0.23,-58.05,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.135,0.48,-0.24,54.21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,5.140,0.48,0.31,49.83,,,,,,,,,,,,,,,,,,,,
