0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
,,,,,,,,,,,,,,,,,,,,,,3.258,,,,0.001,3.258,,,,0.011,3.258,,,,0.003,3.258,,,,0.002,3.258,,,,-0.002,3.258,,,,0.003,3.258,,,,-0.003,3.258,,,,-0.005,3.258,,,,0.002,3.258,,,,0.01,3.258,,,,0.002,3.258,,,,-0.003,3.258,,,,0.002,3.258,,,,0.002,3.258,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.26,6.0639,10.61,-329.85,0.003,3.26,0.6192,-0.86,51.31,0.004,3.26,-0.2736,-2.66,-4.05,0.009,3.26,0.2244,11.46,368.66,-0.003,3.26,2.0984,0,-43,0.002,3.26,-0.5724,5.24,4,0.004,3.26,3.3476,-7.35,-688.34,0.003,3.26,-1.0476,-2.66,43,-5.13E-05,3.26,-0.9412,-5.24,39.06,0.002,3.26,-0.0646,13.92,85.75,0.006,3.26,0.2564,1.64,38.88,-0.004,3.26,-0.3155,-10.4,22.94,0.002,3.26,4.5287,-16.93,-224.5,0.002,3.26,3.7541,10.13,108.86,4.98E-04,3.26,0.1409,-4.38,90.12,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.262,,,,0.004,3.262,,,,0.003,3.262,,,,0.008,3.262,,,,-0.004,3.262,,,,0.002,3.262,,,,0.009,3.262,,,,0.003,3.262,,,,0.002,3.262,,,,0.01,3.262,,,,0.002,3.262,,,,-0.004,3.262,,,,0.003,3.262,,,,-0.002,3.262,,,,-0.006,3.262,,,,0.001,,,,
,,,,,,,,,,,,,,,,,,,,,,3.264,,,,0.011,3.264,,,,6.93E-04,3.264,,,,0.003,3.264,,,,0.002,3.264,,,,0.009,3.264,,,,0.005,3.264,,,,0.008,3.264,,,,0.003,3.264,,,,0.006,3.264,,,,0.002,3.264,,,,0.002,3.264,,,,0.008,3.264,,,,-0.005,3.264,,,,-1.12E-04,3.264,,,,-0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.266,,,,0.005,3.266,,,,-0.006,3.266,,,,0.002,3.266,,,,0.002,3.266,,,,0.007,3.266,,,,0.003,3.266,,,,0.007,3.266,,,,0.01,3.266,,,,0.002,3.266,,,,-0.004,3.266,,,,0.002,3.266,,,,0.009,3.266,,,,0.002,3.266,,,,0.003,3.266,,,,-0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.268,,,,0.003,3.268,,,,5.84E-04,3.268,,,,-0.002,3.268,,,,0.006,3.268,,,,0.003,3.268,,,,0.003,3.268,,,,0.002,3.268,,,,0.005,3.268,,,,0.002,3.268,,,,-0.003,3.268,,,,0.006,3.268,,,,0.003,3.268,,,,0.002,3.268,,,,0.003,3.268,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.27,6.1307,7.54,-106.09,0.003,3.27,0.6209,-0.78,-43,0.002,3.27,-0.2908,-1.72,47.05,-0.004,3.27,0.3946,18.47,131.27,0.01,3.27,2.0984,0.09,-34.32,0.002,3.27,-0.5192,4.3,-51.02,-0.005,3.27,3.2659,-20.47,-800.5,0.002,3.27,-1.0648,-1.72,46.95,0.002,3.27,-0.9944,-4.38,89.98,-0.004,3.27,0.0762,11.71,44.88,0.002,3.27,0.2719,2.5,90.1,0.009,3.27,-0.4408,-9.86,266.11,0.002,3.27,4.3203,-19.79,-69.86,0.006,3.27,3.8744,12.49,-101.56,0.01,3.27,0.1065,-3.44,47.11,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.272,,,,-0.005,3.272,,,,0.003,3.272,,,,0.002,3.272,,,,0.003,3.272,,,,-0.002,3.272,,,,-0.001,3.272,,,,-0.003,3.272,,,,0.002,3.272,,,,-0.004,3.272,,,,0.003,3.272,,,,0.002,3.272,,,,-0.001,3.272,,,,0.01,3.272,,,,0.006,3.272,,,,0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.274,,,,-0.002,3.274,,,,0.011,3.274,,,,0.003,3.274,,,,0.002,3.274,,,,-0.004,3.274,,,,0.002,3.274,,,,-0.005,3.274,,,,-0.005,3.274,,,,0.002,3.274,,,,0.007,3.274,,,,0.002,3.274,,,,0.048,3.274,,,,0.003,3.274,,,,0.002,3.274,,,,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.276,,,,0.003,3.276,,,,0.006,3.276,,,,0.006,3.276,,,,-1.86E-04,3.276,,,,0.002,3.276,,,,0.002,3.276,,,,0.002,3.276,,,,-0.002,3.276,,,,0.003,3.276,,,,0.009,3.276,,,,-0.001,3.276,,,,5.431,3.276,,,,0.002,3.276,,,,0.002,3.276,,,,0.004,,,,
,,,,,,,,,,,,,,,,,,,,,,3.278,,,,0.003,3.278,,,,0.003,3.278,,,,0.01,3.278,,,,-0.005,3.278,,,,0.002,3.278,,,,0.009,3.278,,,,0.002,3.278,,,,0.002,3.278,,,,0.007,3.278,,,,0.003,3.278,,,,-0.006,3.278,,,,5.433,3.278,,,,-6.35E-05,3.278,,,,-0.005,3.278,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.28,6.2147,8.48,545.12,0.009,3.28,0.6037,-1.72,-47.16,0.002,3.28,-0.308,-1.72,0,0.004,3.28,0.5937,14.09,-419.96,1.32E-04,3.28,2.1001,-0.69,-133.35,0.005,3.28,-0.4864,4.22,38.96,0.008,3.28,2.9382,-23.36,378.16,0.006,3.28,-1.082,-1.72,-3.94,0.002,3.28,-1.0288,-3.44,46.97,0.009,3.28,0.1695,14.82,548.58,0.002,3.28,0.3063,3.44,42.98,0.001,3.28,-0.5128,-5.08,192.21,5.436,3.28,4.1329,-18.33,-683.9,-0.007,3.28,4.0039,8.1,-409.7,-0.003,3.28,0.0721,-3.44,4.08,4.74E-04,,,,
,,,,,,,,,,,,,,,,,,,,,,3.282,,,,0.008,3.282,,,,-0.004,3.282,,,,0.003,3.282,,,,0.003,3.282,,,,0.009,3.282,,,,0.002,3.282,,,,0.01,3.282,,,,0.008,3.282,,,,0.003,3.282,,,,-0.001,3.282,,,,0.002,3.282,,,,5.442,3.282,,,,2.78E-04,3.282,,,,0.002,3.282,,,,-0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.284,,,,0.003,3.284,,,,-0.003,3.284,,,,7.06E-04,3.284,,,,0.004,3.284,,,,0.003,3.284,,,,0.002,3.284,,,,0.003,3.284,,,,0.008,3.284,,,,0.002,3.284,,,,-0.005,3.284,,,,0.004,3.284,,,,5.436,3.284,,,,0.002,3.284,,,,0.002,3.284,,,,-2.22E-04,,,,
,,,,,,,,,,,,,,,,,,,,,,3.286,,,,0.002,3.286,,,,0.003,3.286,,,,-0.006,3.286,,,,0.01,3.286,,,,0.002,3.286,,,,-0.002,3.286,,,,0.002,3.286,,,,0.002,3.286,,,,-7.96E-04,3.286,,,,0.001,3.286,,,,0.011,3.286,,,,5.434,3.286,,,,0.004,3.286,,,,0.008,3.286,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.288,,,,-0.002,3.288,,,,0.003,3.288,,,,6.81E-04,3.288,,,,0.005,3.288,,,,2.78E-04,3.288,,,,-0.004,3.288,,,,1.81E-04,3.288,,,,0.002,3.288,,,,-0.005,3.288,,,,0.002,3.288,,,,0.004,3.288,,,,5.432,3.288,,,,0.011,3.288,,,,0.009,3.288,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.29,6.3004,18.45,379.76,-0.004,3.29,0.5865,-1.72,-1.01E-11,0.008,3.29,-0.3252,-1.72,-4.03,0.002,3.29,0.6763,10.07,-51.1,0.002,3.29,2.0847,-2.58,-94.69,-0.006,3.29,-0.4348,5.08,90,0.002,3.29,2.7988,-12.91,522.54,-0.006,3.29,-1.0992,-1.8,39.06,-0.002,3.29,-1.0632,-3.44,-3.94,0.001,3.29,0.3725,22.68,225.41,0.004,3.29,0.3407,3.36,43,0.002,3.29,-0.5424,-6.02,-51.03,5.425,3.29,3.9538,-33.47,-868.84,0.004,3.29,4.0365,4.3,-190.22,0.003,3.29,0.0377,-3.36,-43,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.292,,,,0.001,3.292,,,,0.008,3.292,,,,0.004,3.292,,,,0.002,3.292,,,,2.05E-04,3.292,,,,0.003,3.292,,,,7.06E-04,3.292,,,,-0.005,3.292,,,,0.003,3.292,,,,0.01,3.292,,,,0.002,3.292,,,,5.431,3.292,,,,0.002,3.292,,,,0.002,3.292,,,,0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.294,,,,0.003,3.294,,,,0.003,3.294,,,,0.01,3.294,,,,-0.005,3.294,,,,0.002,3.294,,,,0.006,3.294,,,,0.002,3.294,,,,0.002,3.294,,,,0.005,3.294,,,,0.004,3.294,,,,-0.006,3.294,,,,5.435,3.294,,,,0.002,3.294,,,,-0.002,3.294,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.296,,,,0.005,3.296,,,,0.003,3.296,,,,0.006,3.296,,,,-0.002,3.296,,,,0.003,3.296,,,,0.009,3.296,,,,0.004,3.296,,,,0.003,3.296,,,,0.01,3.296,,,,0.002,3.296,,,,-7.84E-04,3.296,,,,5.434,3.296,,,,-0.005,3.296,,,,-0.005,3.296,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.298,,,,0.01,3.298,,,,-0.001,3.298,,,,0.003,3.298,,,,0.003,3.298,,,,0.01,3.298,,,,0.003,3.298,,,,0.01,3.298,,,,0.006,3.298,,,,0.004,3.298,,,,0.001,3.298,,,,0.002,3.298,,,,5.443,3.298,,,,-0.002,3.298,,,,0.002,3.298,,,,1.162,,,,
,,,,,,,,,,,,,,,,,,,,,,3.3,6.5837,16.08,-806.9,0.003,3.3,0.5693,-1.72,-3.16E-11,-0.005,3.3,-0.3424,-1.8,43,0.002,3.3,0.795,13.06,68.05,0.002,3.3,2.0485,-2.58,8.66,0.006,3.3,-0.3848,6.02,47.01,0.002,3.3,2.6801,-12.9,0,0.005,3.3,-1.118,-0.94,86,0.01,3.3,-1.0976,-3.52,39.07,0.003,3.3,0.6231,19.32,-403.24,-0.006,3.3,0.3734,4.3,42.97,0.002,3.3,-0.6332,-6.1,39.02,3.962,3.3,3.4635,-35.7,563.68,0.002,3.3,4.0899,4.3,0,0.002,3.3,0.0049,-4.3,-55.23,5.427,,,,
,,,,,,,,,,,,,,,,,,,,,,3.302,,,,0.003,3.302,,,,0.002,3.302,,,,-0.005,3.302,,,,0.009,3.302,,,,0.002,3.302,,,,-5.88E-04,3.302,,,,0.002,3.302,,,,0.003,3.302,,,,0.002,3.302,,,,-5.15E-04,3.302,,,,0.01,3.302,,,,0.002,3.302,,,,0.002,3.302,,,,0.005,3.302,,,,5.433,,,,
,,,,,,,,,,,,,,,,,,,,,,3.304,,,,5.35E-04,3.304,,,,0.003,3.304,,,,-0.002,3.304,,,,0.008,3.304,,,,0.002,3.304,,,,-0.005,3.304,,,,0.002,3.304,,,,0.003,3.304,,,,-0.006,3.304,,,,0.002,3.304,,,,0.007,3.304,,,,0.002,3.304,,,,0.009,3.304,,,,0.01,3.304,,,,5.433,,,,
,,,,,,,,,,,,,,,,,,,,,,3.306,,,,-0.006,3.306,,,,0.005,3.306,,,,0.003,3.306,,,,0.002,3.306,,,,-0.005,3.306,,,,3.88E-04,3.306,,,,-0.005,3.306,,,,1.32E-04,3.306,,,,-4.79E-04,3.306,,,,0.002,3.306,,,,0.002,3.306,,,,-0.004,3.306,,,,0.007,3.306,,,,0.003,3.306,,,,5.439,,,,
,,,,,,,,,,,,,,,,,,,,,,3.308,,,,3.39E-04,3.308,,,,0.01,3.308,,,,0.003,3.308,,,,0.002,3.308,,,,-0.002,3.308,,,,0.002,3.308,,,,-0.002,3.308,,,,-0.006,3.308,,,,0.002,3.308,,,,0.01,3.308,,,,0.003,3.308,,,,-0.003,3.308,,,,0.002,3.308,,,,0.002,3.308,,,,5.44,,,,
,,,,,,,,,,,,,,,,,,,,,,3.31,6.622,2.31,-897.57,0.002,3.31,0.5521,-1.72,20.72,0.004,3.31,-0.3612,-0.86,47.04,0.009,3.31,0.9376,11.43,-235.92,-0.003,3.31,2.0331,-2.41,-77.36,0.003,3.31,-0.3144,6.02,-1.39E-11,0.004,3.31,2.5407,-12.91,8.73,0.002,3.31,-1.118,-0.08,89.94,7.91E-04,3.31,-1.1336,-2.66,89.95,0.003,3.31,0.759,14.61,-235.52,0.007,3.31,0.4267,4.22,34.71,-0.004,3.31,-0.6644,-5.24,86.04,0.002,3.31,3.2397,-22.2,589.25,0.002,3.31,4.1225,4.3,9.21,6.81E-04,3.31,-0.0483,-4.46,86.01,5.434,,,,
,,,,,,,,,,,,,,,,,,,,,,3.312,,,,0.004,3.312,,,,0.003,3.312,,,,0.008,3.312,,,,-0.004,3.312,,,,0.002,3.312,,,,0.01,3.312,,,,0.003,3.312,,,,0.002,3.312,,,,0.009,3.312,,,,0.002,3.312,,,,-0.003,3.312,,,,0.003,3.312,,,,-0.003,3.312,,,,-0.006,3.312,,,,5.434,,,,
,,,,,,,,,,,,,,,,,,,,,,3.314,,,,0.011,3.314,,,,4.00E-04,3.314,,,,0.003,3.314,,,,0.002,3.314,,,,0.009,3.314,,,,0.005,3.314,,,,0.009,3.314,,,,0.003,3.314,,,,0.007,3.314,,,,0.002,3.314,,,,0.002,3.314,,,,0.007,3.314,,,,-0.005,3.314,,,,-5.52E-04,3.314,,,,5.429,,,,
,,,,,,,,,,,,,,,,,,,,,,3.316,,,,0.006,3.316,,,,-0.006,3.316,,,,0.003,3.316,,,,0.003,3.316,,,,0.007,3.316,,,,0.003,3.316,,,,0.008,3.316,,,,0.01,3.316,,,,0.002,3.316,,,,-0.004,3.316,,,,0.002,3.316,,,,0.009,3.316,,,,0.002,3.316,,,,0.002,3.316,,,,5.426,,,,
,,,,,,,,,,,,,,,,,,,,,,3.318,,,,0.003,3.318,,,,4.37E-04,3.318,,,,-0.002,3.318,,,,0.007,3.318,,,,0.003,3.318,,,,0.002,3.318,,,,0.003,3.318,,,,0.005,3.318,,,,0.003,3.318,,,,-0.003,3.318,,,,0.007,3.318,,,,0.002,3.318,,,,0.002,3.318,,,,0.003,3.318,,,,5.433,,,,
,,,,,,,,,,,,,,,,,,,,,,3.32,6.6299,-1.87,-975.6,0.002,3.32,0.5349,-1.31,-198.49,0.002,3.32,-0.3596,-0.86,-1.91E-12,-0.005,3.32,1.0236,8.34,-12.53,0.01,3.32,2.0004,-4.13,-180.7,0.002,3.32,-0.2645,6.02,2.06E-11,-0.005,3.32,2.422,-12.73,-86.03,0.002,3.32,-1.1196,0.86,46.94,0.002,3.32,-1.1508,-1.72,43.01,-0.004,3.32,0.9154,14.61,4.23,0.002,3.32,0.4578,4.99,137.25,0.009,3.32,-0.738,-4.38,129.8,0.003,3.32,3.0195,-23.92,-185.55,0.006,3.32,4.1759,4.48,-81.38,0.01,3.32,-0.0844,-2.58,98.22,5.434,,,,
,,,,,,,,,,,,,,,,,,,,,,3.322,,,,-0.005,3.322,,,,0.004,3.322,,,,0.002,3.322,,,,0.003,3.322,,,,-0.003,3.322,,,,-9.67E-04,3.322,,,,-0.004,3.322,,,,0.002,3.322,,,,-0.004,3.322,,,,0.002,3.322,,,,0.003,3.322,,,,-0.001,3.322,,,,0.009,3.322,,,,0.005,3.322,,,,5.437,,,,
,,,,,,,,,,,,,,,,,,,,,,3.324,,,,-0.003,3.324,,,,0.011,3.324,,,,0.003,3.324,,,,0.002,3.324,,,,-0.005,3.324,,,,0.003,3.324,,,,-0.004,3.324,,,,-0.005,3.324,,,,0.002,3.324,,,,0.007,3.324,,,,0.002,3.324,,,,-0.005,3.324,,,,0.003,3.324,,,,0.003,3.324,,,,3.84,,,,
,,,,,,,,,,,,,,,,,,,,,,3.326,,,,0.003,3.326,,,,0.006,3.326,,,,0.006,3.326,,,,9.77E-06,3.326,,,,0.002,3.326,,,,0.002,3.326,,,,0.002,3.326,,,,-0.002,3.326,,,,0.002,3.326,,,,0.009,3.326,,,,-9.42E-04,3.326,,,,0.001,3.326,,,,0.002,3.326,,,,0.002,3.326,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.328,,,,0.003,3.328,,,,0.003,3.328,,,,0.01,3.328,,,,-0.005,3.328,,,,0.002,3.328,,,,0.008,3.328,,,,0.002,3.328,,,,0.002,3.328,,,,0.007,3.328,,,,0.002,3.328,,,,-0.006,3.328,,,,0.003,3.328,,,,-1.98E-04,3.328,,,,-0.005,3.328,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.33,6.5846,-17.2,-883.67,0.008,3.33,0.5259,-5.69,-420.22,0.002,3.33,-0.3784,-0.86,-4.03,0.003,3.33,1.1045,11.18,150.02,6.20E-04,3.33,1.9505,-6.02,-90.38,0.006,3.33,-0.1941,6.02,-4.07,0.008,3.33,2.2861,-14.63,-94.83,0.006,3.33,-1.1008,0.86,-7.89,0.002,3.33,-1.168,-1.8,39.07,0.009,3.33,1.0512,14.7,-42.98,0.002,3.33,0.5266,6.96,51.25,7.30E-04,3.33,-0.752,-2.64,-371.2,0.005,3.33,2.7613,-25.91,-52.01,-0.006,3.33,4.2122,2.67,-128.96,-0.003,3.33,-0.0999,-2.5,-47.06,4.13E-04,,,,
,,,,,,,,,,,,,,,,,,,,,,3.332,,,,0.008,3.332,,,,-0.004,3.332,,,,0.002,3.332,,,,0.002,3.332,,,,0.01,3.332,,,,0.003,3.332,,,,0.009,3.332,,,,0.008,3.332,,,,0.003,3.332,,,,-0.001,3.332,,,,0.002,3.332,,,,0.01,3.332,,,,4.61E-04,3.332,,,,0.002,3.332,,,,-0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.334,,,,0.003,3.334,,,,-0.002,3.334,,,,3.64E-04,3.334,,,,0.004,3.334,,,,0.003,3.334,,,,0.002,3.334,,,,0.003,3.334,,,,0.008,3.334,,,,0.002,3.334,,,,-0.006,3.334,,,,0.004,3.334,,,,0.004,3.334,,,,0.002,3.334,,,,3.804,3.334,,,,4.64E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,3.336,,,,0.003,3.336,,,,0.003,3.336,,,,-0.005,3.336,,,,0.01,3.336,,,,0.002,3.336,,,,-0.002,3.336,,,,0.002,3.336,,,,0.003,3.336,,,,-8.81E-04,3.336,,,,0.001,3.336,,,,0.01,3.336,,,,0.002,3.336,,,,0.004,3.336,,,,5.438,3.336,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.338,,,,-0.002,3.338,,,,0.003,3.338,,,,-3.91E-05,3.338,,,,0.005,3.338,,,,5.10E-04,3.338,,,,-0.004,3.338,,,,2.91E-04,3.338,,,,0.002,3.338,,,,-0.005,3.338,,,,0.002,3.338,,,,0.004,3.338,,,,0.001,3.338,,,,0.011,3.338,,,,5.439,3.338,,,,0.004,,,,
,,,,,,,,,,,,,,,,,,,,,,3.34,6.2858,-19.54,1041.96,-0.005,3.34,0.4211,-9.71,-71.94,0.008,3.34,-0.3768,-0.94,38.97,0.003,3.34,1.2471,11.35,-90.24,0.002,3.34,1.88,-5.94,-43.01,-0.005,3.34,-0.1441,5.94,42.99,0.002,3.34,2.1295,-14.63,4.31,-0.005,3.34,-1.1024,0.7,86,-0.003,3.34,-1.1868,-0.94,86,0.001,3.34,1.2094,13.75,-51.44,0.005,3.34,0.597,6.02,-47.13,0.002,3.34,-0.7909,-11.8,-630.74,-0.006,3.34,2.5014,-24.96,56.15,0.005,3.34,4.2294,1.9,-119.77,5.433,3.34,-0.1344,-3.52,-8.12,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.342,,,,0.002,3.342,,,,0.008,3.342,,,,0.003,3.342,,,,0.002,3.342,,,,8.89E-04,3.342,,,,0.003,3.342,,,,8.64E-04,3.342,,,,-0.004,3.342,,,,0.002,3.342,,,,0.011,3.342,,,,0.002,3.342,,,,-3.32E-04,3.342,,,,0.002,3.342,,,,5.433,3.342,,,,0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.344,,,,0.002,3.344,,,,0.003,3.344,,,,0.01,3.344,,,,-0.006,3.344,,,,0.002,3.344,,,,0.007,3.344,,,,0.002,3.344,,,,0.001,3.344,,,,0.005,3.344,,,,0.004,3.344,,,,-0.006,3.344,,,,0.002,3.344,,,,0.002,3.344,,,,5.429,3.344,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.346,,,,0.006,3.346,,,,0.002,3.346,,,,0.006,3.346,,,,-0.002,3.346,,,,0.004,3.346,,,,0.009,3.346,,,,0.004,3.346,,,,0.002,3.346,,,,0.01,3.346,,,,0.002,3.346,,,,-0.001,3.346,,,,0.003,3.346,,,,-0.006,3.346,,,,5.426,3.346,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.348,,,,0.01,3.348,,,,-0.002,3.348,,,,0.003,3.348,,,,0.003,3.348,,,,0.01,3.348,,,,0.003,3.348,,,,0.01,3.348,,,,0.006,3.348,,,,0.004,3.348,,,,0.001,3.348,,,,0.002,3.348,,,,0.01,3.348,,,,-0.002,3.348,,,,5.432,3.348,,,,-0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.35,6.1937,3.64,1209.09,0.003,3.35,0.3317,-7.13,258.15,-0.005,3.35,-0.3972,-0.08,94.06,0.003,3.35,1.3314,9.37,-51.42,0.002,3.35,1.8318,-6.88,-51.63,0.005,3.35,-0.0753,6.88,47.04,0.002,3.35,1.9936,-14.54,-47.31,0.005,3.35,-1.0868,2.58,97.82,0.01,3.35,-1.1868,-0.08,89.93,0.002,3.35,1.3263,13.67,47.26,-0.006,3.35,0.6469,6.02,-2.06E-11,0.003,3.35,-0.9881,-15.26,187.36,0.006,3.35,2.2622,-24.78,-86.06,0.002,3.35,4.2502,0.28,-219.62,5.434,3.35,-0.1704,-2.66,90.07,-0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.352,,,,0.002,3.352,,,,0.002,3.352,,,,-0.005,3.352,,,,0.009,3.352,,,,0.002,3.352,,,,4.13E-04,3.352,,,,0.002,3.352,,,,0.003,3.352,,,,0.002,3.352,,,,-0.002,3.352,,,,0.01,3.352,,,,0.003,3.352,,,,0.002,3.352,,,,5.437,3.352,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.354,,,,5.10E-04,3.354,,,,0.003,3.354,,,,-0.002,3.354,,,,0.008,3.354,,,,0.003,3.354,,,,-0.006,3.354,,,,0.002,3.354,,,,0.002,3.354,,,,-0.005,3.354,,,,0.002,3.354,,,,0.007,3.354,,,,0.002,3.354,,,,0.009,3.354,,,,5.442,3.354,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.356,,,,-0.006,3.356,,,,0.006,3.356,,,,0.002,3.356,,,,0.003,3.356,,,,-0.006,3.356,,,,6.57E-04,3.356,,,,-0.006,3.356,,,,-1.47E-05,3.356,,,,-5.27E-04,3.356,,,,0.003,3.356,,,,0.002,3.356,,,,-0.005,3.356,,,,0.007,3.356,,,,5.435,3.356,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.358,,,,-3.32E-04,3.358,,,,0.01,3.358,,,,0.003,3.358,,,,0.002,3.358,,,,-0.002,3.358,,,,0.002,3.358,,,,-0.002,3.358,,,,-0.006,3.358,,,,0.002,3.358,,,,0.009,3.358,,,,0.002,3.358,,,,-0.003,3.358,,,,0.002,3.358,,,,5.434,3.358,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.36,6.3585,4.64,-1448.69,0.003,3.36,0.2785,-4.55,266.31,0.004,3.36,-0.3784,0.94,4.03E-04,0.009,3.36,1.4346,10.32,60.07,-0.003,3.36,1.7424,-6.97,51.57,0.002,3.36,-0.0065,6.88,-4.09,0.004,3.36,1.8387,-15.57,-0.07,0.002,3.36,-1.0508,2.66,-50.9,9.52E-05,3.36,-1.1884,0.86,46.93,0.003,3.36,1.4828,14.7,4.23,0.007,3.36,0.7174,6.02,-4.18,-0.004,3.36,-1.0961,-8.06,543.99,0.002,3.36,2.0057,-26.68,-103.39,0.002,3.36,4.2349,-2.49,-121.4,1.386,3.36,-0.1876,-1.72,47.06,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.362,,,,0.004,3.362,,,,0.002,3.362,,,,0.008,3.362,,,,-0.004,3.362,,,,0.003,3.362,,,,0.011,3.362,,,,0.002,3.362,,,,0.003,3.362,,,,0.01,3.362,,,,0.002,3.362,,,,-0.004,3.362,,,,0.002,3.362,,,,-0.003,3.362,,,,-0.006,3.362,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.364,,,,0.01,3.364,,,,8.28E-04,3.364,,,,0.003,3.364,,,,0.002,3.364,,,,0.009,3.364,,,,0.004,3.364,,,,0.008,3.364,,,,0.003,3.364,,,,0.007,3.364,,,,0.002,3.364,,,,0.002,3.364,,,,0.007,3.364,,,,-0.005,3.364,,,,-3.32E-04,3.364,,,,-0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.366,,,,0.006,3.366,,,,-0.005,3.366,,,,0.002,3.366,,,,0.002,3.366,,,,0.008,3.366,,,,0.003,3.366,,,,0.008,3.366,,,,0.01,3.366,,,,0.003,3.366,,,,-0.004,3.366,,,,0.002,3.366,,,,0.009,3.366,,,,0.002,3.366,,,,0.002,3.366,,,,-0.005,,,,
