0.16,1.266,Set,Set,Set,Set,Set,Set,Set,Set,Set,Set,Run #2,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10,Run #10,Run #11,Run #11,Run #11,Run #11,Run #11,Run #12,Run #12,Run #12,Run #12,Run #12,Run #13,Run #13,Run #13,Run #13,Run #13,Run #14,Run #14,Run #14,Run #14,Run #14,Run #15,Run #15,Run #15,Run #15,Run #15,Run #16,Run #16,Run #16,Run #16,Run #16,Run #17,Run #17,Run #17,Run #17,Run #17,Run #18,Run #18,Run #18,Run #18,Run #18,,,,
0.17,0.8546,Amplitude (cm),Time Delay (s),?? (1/s),Peak to Peak Amplitude (cm),Net Amplitude (cm),Time of Peak 40% (s),Peak Height 40% (cm),ln(Peak Height 40%) (cm),Time of Undamped Peak (s),Undamped Peak Height (cm),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),Time (s),Position (cm),Velocity (cm/s),Acceleration (cm/s??),Voltage (V),,,,
,,,,,,,,,,,,,,,,,,,,,,3.368,,,,0.002,3.368,,,,7.06E-04,3.368,,,,-0.002,3.368,,,,0.006,3.368,,,,0.002,3.368,,,,0.002,3.368,,,,0.002,3.368,,,,0.006,3.368,,,,0.002,3.368,,,,-0.004,3.368,,,,0.007,3.368,,,,0.002,3.368,,,,0.003,3.368,,,,0.002,3.368,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.37,6.2864,-25.34,-853.36,0.003,3.37,0.2408,-1.8,192.57,0.003,3.37,-0.3784,-0.08,-8.06,-0.005,3.37,1.5378,10.57,-124.67,0.01,3.37,1.6925,-5.85,-34.43,0.002,3.37,0.0623,6.8,42.99,-0.005,3.37,1.6821,-14.54,8.58,0.002,3.37,-1.0336,1.56,35.1,0.002,3.37,-1.1696,0.86,-3.93,-0.004,3.37,1.6203,13.75,-42.91,0.002,3.37,0.7673,5.94,38.8,0.009,3.37,-1.1493,-4.38,226.92,0.002,3.37,1.7286,-26.85,86.06,0.006,3.37,4.2005,-2.15,-658.8,0.01,3.37,-0.2048,-1.72,-4.05,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.372,,,,-0.005,3.372,,,,0.003,3.372,,,,0.002,3.372,,,,0.003,3.372,,,,-0.003,3.372,,,,-0.001,3.372,,,,-0.003,3.372,,,,0.002,3.372,,,,-0.004,3.372,,,,0.002,3.372,,,,0.003,3.372,,,,-0.002,3.372,,,,0.009,3.372,,,,0.006,3.372,,,,0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.374,,,,-0.003,3.374,,,,0.011,3.374,,,,0.003,3.374,,,,0.002,3.374,,,,-0.004,3.374,,,,0.002,3.374,,,,-0.004,3.374,,,,-0.005,3.374,,,,0.002,3.374,,,,0.007,3.374,,,,0.002,3.374,,,,-0.005,3.374,,,,0.003,3.374,,,,0.002,3.374,,,,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.376,,,,0.002,3.376,,,,0.006,3.376,,,,0.006,3.376,,,,5.86E-05,3.376,,,,0.002,3.376,,,,0.002,3.376,,,,0.001,3.376,,,,-0.002,3.376,,,,0.003,3.376,,,,0.009,3.376,,,,-8.57E-04,3.376,,,,0.001,3.376,,,,0.002,3.376,,,,0.002,3.376,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.378,,,,0.002,3.378,,,,0.003,3.378,,,,0.01,3.378,,,,-0.006,3.378,,,,0.002,3.378,,,,0.01,3.378,,,,0.002,3.378,,,,0.002,3.378,,,,0.007,3.378,,,,0.002,3.378,,,,-0.006,3.378,,,,0.003,3.378,,,,-5.52E-04,3.378,,,,-0.004,3.378,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.38,5.8517,-12.43,488.29,0.008,3.38,0.2424,-0.7,-38.89,0.003,3.38,-0.38,0.78,90.03,0.003,3.38,1.6461,7.82,-193.35,7.79E-04,3.38,1.6254,-7.66,-137.63,0.006,3.38,0.1294,7.74,47.07,0.007,3.38,1.5479,-15.4,-90.35,0.006,3.38,-1.0195,3.36,136.87,0.002,3.38,-1.1712,0.78,43,0.009,3.38,1.7578,13.84,-38.65,0.002,3.38,0.8361,6.79,94.35,8.89E-04,3.38,-1.1837,-3.52,86.03,0.005,3.38,1.4687,-24.96,140.98,-0.006,3.38,4.1919,-15.66,-658.63,-0.003,3.38,-0.222,-1.8,43,2.42E-04,,,,
,,,,,,,,,,,,,,,,,,,,,,3.382,,,,0.008,3.382,,,,-0.005,3.382,,,,0.003,3.382,,,,0.002,3.382,,,,0.01,3.382,,,,0.002,3.382,,,,0.01,3.382,,,,0.008,3.382,,,,0.003,3.382,,,,-0.002,3.382,,,,0.002,3.382,,,,0.01,3.382,,,,6.32E-04,3.382,,,,0.002,3.382,,,,-0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.384,,,,0.002,3.384,,,,-0.002,3.384,,,,8.30E-05,3.384,,,,0.004,3.384,,,,0.003,3.384,,,,0.003,3.384,,,,0.003,3.384,,,,0.008,3.384,,,,0.003,3.384,,,,-0.006,3.384,,,,0.004,3.384,,,,0.004,3.384,,,,0.002,3.384,,,,0.003,3.384,,,,9.77E-06,,,,
,,,,,,,,,,,,,,,,,,,,,,3.386,,,,0.002,3.386,,,,0.002,3.386,,,,-0.006,3.386,,,,0.01,3.386,,,,0.002,3.386,,,,-0.002,3.386,,,,0.003,3.386,,,,0.002,3.386,,,,-0.002,3.386,,,,0.001,3.386,,,,0.011,3.386,,,,0.002,3.386,,,,0.004,3.386,,,,0.008,3.386,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.388,,,,-0.002,3.388,,,,0.003,3.388,,,,6.32E-04,3.388,,,,0.005,3.388,,,,1.69E-04,3.388,,,,-0.005,3.388,,,,1.20E-04,3.388,,,,0.002,3.388,,,,-0.006,3.388,,,,0.003,3.388,,,,0.005,3.388,,,,0.001,3.388,,,,0.01,3.388,,,,0.009,3.388,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.39,6.0378,-15.57,-985.91,-0.004,3.39,0.2269,-2.58,-98.33,0.009,3.39,-0.3628,1.72,47.03,0.002,3.39,1.6942,6.71,43.03,0.002,3.39,1.5393,-8.6,-47.3,-0.005,3.39,0.217,7.74,-4.12,0.002,3.39,1.3741,-16.35,-51.52,-0.006,3.39,-0.9664,4.3,42.98,-0.003,3.39,-1.154,1.72,42.99,0.001,3.39,1.8971,12.98,-90.25,0.005,3.39,0.9032,7.82,8.38,0.002,3.39,-1.2196,-2.66,89.94,-0.006,3.39,1.2294,-24.03,-473.36,0.004,3.39,3.8872,-15.32,853.62,0.002,3.39,-0.2408,-0.86,47.05,0.011,,,,
,,,,,,,,,,,,,,,,,,,,,,3.392,,,,0.002,3.392,,,,0.008,3.392,,,,0.003,3.392,,,,0.002,3.392,,,,3.03E-04,3.392,,,,0.003,3.392,,,,6.69E-04,3.392,,,,-0.004,3.392,,,,0.002,3.392,,,,0.01,3.392,,,,0.001,3.392,,,,-6.25E-04,3.392,,,,0.002,3.392,,,,0.002,3.392,,,,0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.394,,,,0.002,3.394,,,,0.003,3.394,,,,0.01,3.394,,,,-0.005,3.394,,,,0.003,3.394,,,,0.006,3.394,,,,0.002,3.394,,,,0.002,3.394,,,,0.004,3.394,,,,0.004,3.394,,,,-0.006,3.394,,,,0.002,3.394,,,,0.002,3.394,,,,-0.002,3.394,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.396,,,,0.005,3.396,,,,0.002,3.396,,,,0.006,3.396,,,,-0.002,3.396,,,,0.003,3.396,,,,0.01,3.396,,,,0.004,3.396,,,,0.002,3.396,,,,0.01,3.396,,,,0.002,3.396,,,,-8.57E-04,3.396,,,,0.003,3.396,,,,-0.006,3.396,,,,-0.005,3.396,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.398,,,,0.011,3.398,,,,-0.002,3.398,,,,0.002,3.398,,,,0.003,3.398,,,,0.011,3.398,,,,0.003,3.398,,,,0.01,3.398,,,,0.006,3.398,,,,0.005,3.398,,,,8.64E-04,3.398,,,,0.002,3.398,,,,0.01,3.398,,,,-0.002,3.398,,,,3.39E-04,3.398,,,,-0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.4,5.5403,-32.15,-726.4,0.003,3.4,0.1908,-2.66,43,-0.004,3.4,-0.3456,1.72,4.04,0.002,3.4,1.7802,8.68,55.88,0.002,3.4,1.4533,-8.6,4.24,0.004,3.4,0.2842,7.66,42.99,0.003,3.4,1.2209,-16.43,47.22,0.005,3.4,-0.9336,4.22,42.99,0.01,3.4,-1.1368,1.64,39.06,0.002,3.4,2.0175,12.04,-42.92,-0.006,3.4,0.9926,6.96,-94.39,0.003,3.4,-1.2368,-1.72,39.09,0.006,3.4,0.988,-34.43,-565.84,0.002,3.4,3.8854,1.41,628.69,0.002,3.4,-0.2392,-0.86,-4.05,-0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.402,,,,0.002,3.402,,,,0.002,3.402,,,,-0.005,3.402,,,,0.009,3.402,,,,0.002,3.402,,,,-2.83E-04,3.402,,,,0.002,3.402,,,,0.003,3.402,,,,0.001,3.402,,,,-8.45E-04,3.402,,,,0.01,3.402,,,,0.002,3.402,,,,0.002,3.402,,,,0.005,3.402,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.404,,,,7.54E-04,3.404,,,,0.003,3.404,,,,-0.002,3.404,,,,0.008,3.404,,,,0.002,3.404,,,,-0.006,3.404,,,,0.002,3.404,,,,0.003,3.404,,,,-0.005,3.404,,,,0.002,3.404,,,,0.007,3.404,,,,0.003,3.404,,,,0.009,3.404,,,,0.01,3.404,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.406,,,,-0.006,3.406,,,,0.006,3.406,,,,0.003,3.406,,,,0.002,3.406,,,,-0.005,3.406,,,,8.28E-04,3.406,,,,-0.005,3.406,,,,8.52E-04,3.406,,,,-8.33E-04,3.406,,,,0.003,3.406,,,,0.002,3.406,,,,-0.004,3.406,,,,0.008,3.406,,,,0.004,3.406,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.408,,,,1.56E-04,3.408,,,,0.01,3.408,,,,0.003,3.408,,,,0.002,3.408,,,,-0.002,3.408,,,,0.003,3.408,,,,-0.002,3.408,,,,-0.006,3.408,,,,0.003,3.408,,,,0.01,3.408,,,,0.002,3.408,,,,-0.003,3.408,,,,0.002,3.408,,,,0.002,3.408,,,,0.009,,,,
,,,,,,,,,,,,,,,,,,,,,,3.41,5.3948,-30.1,479.41,0.002,3.41,0.1736,-1.72,47.11,0.004,3.41,-0.3284,1.8,-43,0.008,3.41,1.8679,7.82,-81.61,-0.002,3.41,1.3673,-8.52,-38.78,0.002,3.41,0.3702,8.6,47.09,0.003,3.41,1.0455,-15.4,4.25,0.002,3.41,-0.882,5.16,46.95,3.52E-04,3.41,-1.1212,2.5,89.93,0.003,3.41,2.1378,12.12,-42.98,0.007,3.41,1.0425,5.93,-8.42,-0.004,3.41,-1.254,-1.88,82.08,0.002,3.41,0.5409,-35.35,461.1,0.002,3.41,3.9154,-2.75,-1016.69,8.03E-04,3.41,-0.258,-0.94,43,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.412,,,,0.003,3.412,,,,0.002,3.412,,,,0.009,3.412,,,,-0.004,3.412,,,,0.002,3.412,,,,0.01,3.412,,,,0.002,3.412,,,,0.002,3.412,,,,0.009,3.412,,,,0.002,3.412,,,,-0.004,3.412,,,,0.002,3.412,,,,-0.003,3.412,,,,-0.006,3.412,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.414,,,,0.011,3.414,,,,6.08E-04,3.414,,,,0.003,3.414,,,,0.002,3.414,,,,0.008,3.414,,,,0.005,3.414,,,,0.009,3.414,,,,0.003,3.414,,,,0.006,3.414,,,,0.002,3.414,,,,0.002,3.414,,,,0.007,3.414,,,,-0.004,3.414,,,,-6.86E-04,3.414,,,,-0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.416,,,,0.006,3.416,,,,-0.006,3.416,,,,0.002,3.416,,,,0.002,3.416,,,,0.007,3.416,,,,0.002,3.416,,,,0.007,3.416,,,,0.01,3.416,,,,0.002,3.416,,,,-0.004,3.416,,,,0.002,3.416,,,,0.009,3.416,,,,0.002,3.416,,,,0.002,3.416,,,,-0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.418,,,,0.002,3.418,,,,2.66E-04,3.418,,,,-0.002,3.418,,,,0.006,3.418,,,,0.002,3.418,,,,0.002,3.418,,,,0.002,3.418,,,,0.005,3.418,,,,0.002,3.418,,,,-0.004,3.418,,,,0.007,3.418,,,,0.003,3.418,,,,0.003,3.418,,,,0.002,3.418,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.42,4.9383,-22.56,1052.54,0.002,3.42,0.1564,-1.72,-1.39E-11,0.003,3.42,-0.3096,0.86,-47.04,-0.005,3.42,1.9367,7.05,-124.61,0.01,3.42,1.283,-9.38,-94.5,0.002,3.42,0.4561,8.6,4.16,-0.006,3.42,0.9128,-16.35,-14.01,0.003,3.42,-0.8304,5.16,-3.99,0.002,3.42,-1.0868,3.44,46.93,-0.003,3.42,2.2599,11.18,-51.7,0.002,3.42,1.1113,6.79,85.95,0.009,3.42,-1.2744,-0.08,132.92,0.002,3.42,0.281,-25.2,660.86,0.006,3.42,3.8304,-18.93,-854.35,0.01,3.42,-0.258,0,47.05,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.422,,,,-0.005,3.422,,,,0.004,3.422,,,,0.002,3.422,,,,0.003,3.422,,,,-0.002,3.422,,,,-0.002,3.422,,,,-0.003,3.422,,,,0.002,3.422,,,,-0.004,3.422,,,,0.002,3.422,,,,0.003,3.422,,,,-0.002,3.422,,,,0.01,3.422,,,,0.006,3.422,,,,0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.424,,,,-0.002,3.424,,,,0.011,3.424,,,,0.003,3.424,,,,0.002,3.424,,,,-0.004,3.424,,,,0.002,3.424,,,,-0.004,3.424,,,,-0.005,3.424,,,,0.002,3.424,,,,0.007,3.424,,,,0.002,3.424,,,,-0.005,3.424,,,,0.003,3.424,,,,0.002,3.424,,,,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.426,,,,0.003,3.426,,,,0.005,3.426,,,,0.006,3.426,,,,1.07E-04,3.426,,,,0.001,3.426,,,,0.002,3.426,,,,0.002,3.426,,,,-0.002,3.426,,,,0.003,3.426,,,,0.009,3.426,,,,-8.33E-04,3.426,,,,0.001,3.426,,,,0.002,3.426,,,,0.002,3.426,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.428,,,,0.002,3.428,,,,0.002,3.428,,,,0.01,3.428,,,,-0.006,3.428,,,,0.002,3.428,,,,0.008,3.428,,,,0.003,3.428,,,,0.002,3.428,,,,0.007,3.428,,,,0.003,3.428,,,,-0.006,3.428,,,,0.002,3.428,,,,-4.91E-04,3.428,,,,-0.004,3.428,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.43,4.9436,-9.05,-842.07,0.008,3.43,0.1392,-1.72,-1.58E-11,0.002,3.43,-0.3112,0.86,-4.16E-11,0.004,3.43,2.0089,5.33,-180.61,3.64E-04,3.43,1.1797,-10.41,-4.25,0.006,3.43,0.5421,8.68,-42.99,0.008,3.43,0.7185,-15.68,-372.91,0.005,3.43,-0.7788,5.08,46.99,0.002,3.43,-1.0524,3.44,-3.96,0.009,3.43,2.3614,11.09,51.79,0.003,3.43,1.1783,7.65,98.68,0.001,3.43,-1.2556,0.78,82.07,0.005,3.43,0.0368,-22.13,16.47,-0.006,3.43,3.5368,-19.84,439.12,-0.004,3.43,-0.258,0,0,1.56E-04,,,,
,,,,,,,,,,,,,,,,,,,,,,3.432,,,,0.009,3.432,,,,-0.005,3.432,,,,0.003,3.432,,,,0.002,3.432,,,,0.009,3.432,,,,0.002,3.432,,,,0.01,3.432,,,,0.009,3.432,,,,0.003,3.432,,,,-0.001,3.432,,,,0.002,3.432,,,,0.01,3.432,,,,8.28E-04,3.432,,,,0.002,3.432,,,,-0.006,,,,
,,,,,,,,,,,,,,,,,,,,,,3.434,,,,0.003,3.434,,,,-0.002,3.434,,,,6.57E-04,3.434,,,,0.004,3.434,,,,0.002,3.434,,,,0.003,3.434,,,,0.003,3.434,,,,0.008,3.434,,,,0.002,3.434,,,,-0.006,3.434,,,,0.004,3.434,,,,0.004,3.434,,,,0.002,3.434,,,,0.002,3.434,,,,-8.79E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,3.436,,,,0.003,3.436,,,,0.003,3.436,,,,-0.006,3.436,,,,0.01,3.436,,,,0.002,3.436,,,,-0.003,3.436,,,,0.003,3.436,,,,0.002,3.436,,,,-2.10E-04,3.436,,,,0.002,3.436,,,,0.01,3.436,,,,0.002,3.436,,,,0.004,3.436,,,,0.007,3.436,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.438,,,,-0.002,3.438,,,,0.003,3.438,,,,5.10E-04,3.438,,,,0.005,3.438,,,,1.07E-04,3.438,,,,-0.004,3.438,,,,8.15E-04,3.438,,,,0.002,3.438,,,,-0.005,3.438,,,,0.002,3.438,,,,0.004,3.438,,,,9.86E-04,3.438,,,,0.01,3.438,,,,0.009,3.438,,,,0.004,,,,
,,,,,,,,,,,,,,,,,,,,,,3.44,4.7573,-39.4,-1692.68,-0.004,3.44,0.122,-1.72,1.39E-11,0.01,3.44,-0.2924,0.86,-4.04,0.002,3.44,2.0433,3.44,-94.63,0.002,3.44,1.0748,-9.46,51.44,-0.006,3.44,0.6297,7.74,-51.3,0.002,3.44,0.5992,-23.8,-84.84,-0.006,3.44,-0.7288,6.1,3.97,-0.002,3.44,-1.018,3.36,39.03,8.64E-04,3.44,2.4817,12.21,-34.21,0.005,3.44,1.2643,8.77,-34.52,0.002,3.44,-1.2587,1.56,128.98,-0.006,3.44,-0.1616,-24.87,-208.47,0.005,3.44,3.4336,-10.14,394.17,0.002,3.44,-0.258,0,-4.05,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.442,,,,9.86E-04,3.442,,,,0.008,3.442,,,,0.004,3.442,,,,0.002,3.442,,,,7.79E-04,3.442,,,,0.003,3.442,,,,8.89E-04,3.442,,,,-0.005,3.442,,,,0.003,3.442,,,,0.01,3.442,,,,0.002,3.442,,,,-5.40E-04,3.442,,,,0.002,3.442,,,,0.002,3.442,,,,0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.444,,,,0.002,3.444,,,,0.003,3.444,,,,0.01,3.444,,,,3.416,3.444,,,,0.003,3.444,,,,0.006,3.444,,,,0.002,3.444,,,,0.003,3.444,,,,0.005,3.444,,,,0.004,3.444,,,,-0.006,3.444,,,,0.002,3.444,,,,0.002,3.444,,,,-0.002,3.444,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.446,,,,0.006,3.446,,,,0.003,3.446,,,,0.006,3.446,,,,5.427,3.446,,,,0.004,3.446,,,,0.009,3.446,,,,0.004,3.446,,,,0.003,3.446,,,,0.01,3.446,,,,0.003,3.446,,,,-0.002,3.446,,,,0.002,3.446,,,,-0.005,3.446,,,,-0.006,3.446,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.448,,,,3.214,3.448,,,,-0.002,3.448,,,,0.003,3.448,,,,5.433,3.448,,,,0.01,3.448,,,,0.003,3.448,,,,0.01,3.448,,,,0.006,3.448,,,,0.004,3.448,,,,0.001,3.448,,,,0.002,3.448,,,,0.01,3.448,,,,-0.002,3.448,,,,0.001,3.448,,,,-0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.45,4.1556,-42.9,649.69,5.434,3.45,0.1048,-1.72,1.58E-11,-0.004,3.45,-0.294,0.78,43,0.002,3.45,2.0777,3.44,3.16E-11,5.434,3.45,0.9905,-9.38,-43.01,0.005,3.45,0.6969,7.65,42.99,0.002,3.45,0.2424,-17.38,448.78,0.005,3.45,-0.6568,5.16,-54.99,0.01,3.45,-0.9851,4.22,89.93,0.002,3.45,2.6056,10.4,-142.14,-0.006,3.45,1.3537,6.96,-141.69,0.002,3.45,-1.2243,3.36,109.29,0.006,3.45,-0.4607,-26.3,211.05,0.002,3.45,3.334,-11.95,-142.56,0.002,3.45,-0.258,-0.08,43,-0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.452,,,,5.432,3.452,,,,0.002,3.452,,,,-0.005,3.452,,,,5.441,3.452,,,,0.003,3.452,,,,-2.47E-04,3.452,,,,0.002,3.452,,,,0.003,3.452,,,,0.002,3.452,,,,-0.001,3.452,,,,0.01,3.452,,,,0.002,3.452,,,,0.002,3.452,,,,0.004,3.452,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.454,,,,5.431,3.454,,,,0.003,3.454,,,,-0.002,3.454,,,,5.44,3.454,,,,0.002,3.454,,,,-0.006,3.454,,,,0.002,3.454,,,,0.002,3.454,,,,-0.005,3.454,,,,0.003,3.454,,,,0.007,3.454,,,,0.002,3.454,,,,0.009,3.454,,,,0.011,3.454,,,,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.456,,,,5.425,3.456,,,,0.007,3.456,,,,0.003,3.456,,,,5.434,3.456,,,,-0.005,3.456,,,,0.001,3.456,,,,-0.005,3.456,,,,2.30E-04,3.456,,,,-8.69E-04,3.456,,,,0.002,3.456,,,,0.002,3.456,,,,-0.004,3.456,,,,0.007,3.456,,,,0.004,3.456,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.458,,,,5.432,3.458,,,,0.01,3.458,,,,0.003,3.458,,,,5.434,3.458,,,,-0.002,3.458,,,,0.002,3.458,,,,-0.002,3.458,,,,-0.006,3.458,,,,0.003,3.458,,,,0.01,3.458,,,,0.002,3.458,,,,-0.004,3.458,,,,0.002,3.458,,,,0.002,3.458,,,,0.008,,,,
,,,,,,,,,,,,,,,,,,,,,,3.46,3.8992,-26.41,740.48,5.434,3.46,0.0876,-1.72,-4.09,0.003,3.46,-0.2768,1.72,47.04,0.008,3.46,2.1121,3.44,4.35,5.428,3.46,0.8873,-10.32,-51.39,0.002,3.46,0.7828,8.6,51.34,0.004,3.46,0.2515,-14.83,-286.41,0.002,3.46,-0.6256,5,85.98,5.35E-04,3.46,-0.9336,5.16,42.97,0.002,3.46,2.6898,9.37,0.05,0.006,3.46,1.4036,5.93,-12.78,-0.004,3.46,-1.1915,3.75,347.87,0.002,3.46,-0.6876,-20.65,290.39,0.002,3.46,3.1945,-12.99,8.84,7.67E-04,3.46,-0.2596,0.86,47.04,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.462,,,,5.435,3.462,,,,0.002,3.462,,,,0.009,3.462,,,,5.427,3.462,,,,0.002,3.462,,,,0.01,3.462,,,,0.003,3.462,,,,0.002,3.462,,,,0.009,3.462,,,,0.002,3.462,,,,-0.004,3.462,,,,0.002,3.462,,,,-0.003,3.462,,,,-0.006,3.462,,,,0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.464,,,,5.442,3.464,,,,5.71E-04,3.464,,,,0.003,3.464,,,,5.434,3.464,,,,0.008,3.464,,,,0.005,3.464,,,,0.009,3.464,,,,0.004,3.464,,,,0.007,3.464,,,,0.002,3.464,,,,0.002,3.464,,,,0.007,3.464,,,,-0.005,3.464,,,,-5.52E-04,3.464,,,,-0.002,,,,
,,,,,,,,,,,,,,,,,,,,,,3.466,,,,5.437,3.466,,,,-0.005,3.466,,,,0.002,3.466,,,,5.434,3.466,,,,0.008,3.466,,,,0.002,3.466,,,,0.008,3.466,,,,0.01,3.466,,,,0.002,3.466,,,,-0.004,3.466,,,,0.002,3.466,,,,0.009,3.466,,,,0.002,3.466,,,,0.002,3.466,,,,-0.004,,,,
,,,,,,,,,,,,,,,,,,,,,,3.468,,,,5.434,3.468,,,,3.76E-04,3.468,,,,-0.002,3.468,,,,5.438,3.468,,,,0.002,3.468,,,,0.002,3.468,,,,0.003,3.468,,,,0.005,3.468,,,,0.002,3.468,,,,-0.003,3.468,,,,0.007,3.468,,,,0.002,3.468,,,,0.003,3.468,,,,0.002,3.468,,,,0.001,,,,
,,,,,,,,,,,,,,,,,,,,,,3.47,3.6274,-28.09,-697.99,5.434,3.47,0.0704,-1.8,43,0.003,3.47,-0.2596,1.72,1.39E-11,-0.004,3.47,2.1465,3.53,-34.29,1.395,3.47,0.784,-10.41,51.32,0.002,3.47,0.8688,8.68,-42.99,-0.005,3.47,-0.0541,-23.11,14.17,0.002,3.47,-0.5568,6.88,98,0.002,3.47,-0.882,5.08,42.99,-0.004,3.47,2.793,10.41,13.3,0.002,3.47,1.4724,6.71,137.5,0.009,3.47,-1.1494,10.32,356.05,0.002,3.47,-0.8738,-20.49,-113.46,0.006,3.47,3.0741,-11.78,-77.11,0.01,3.47,-0.2408,0.86,-4.05,0.003,,,,
,,,,,,,,,,,,,,,,,,,,,,3.472,,,,5.426,3.472,,,,0.004,3.472,,,,0.002,3.472,,,,0.003,3.472,,,,-0.003,3.472,,,,-0.002,3.472,,,,-0.003,3.472,,,,0.002,3.472,,,,-0.004,3.472,,,,0.002,3.472,,,,0.003,3.472,,,,-0.002,3.472,,,,0.009,3.472,,,,0.006,3.472,,,,0.005,,,,
,,,,,,,,,,,,,,,,,,,,,,3.474,,,,2.55,3.474,,,,0.01,3.474,,,,0.003,3.474,,,,0.002,3.474,,,,-0.004,3.474,,,,0.003,3.474,,,,-0.004,3.474,,,,-0.005,3.474,,,,0.002,3.474,,,,0.007,3.474,,,,0.002,3.474,,,,-0.006,3.474,,,,0.003,3.474,,,,0.002,3.474,,,,0.01,,,,
,,,,,,,,,,,,,,,,,,,,,,3.476,,,,0.003,3.476,,,,0.006,3.476,,,,0.006,3.476,,,,5.10E-04,3.476,,,,0.002,3.476,,,,0.002,3.476,,,,0.002,3.476,,,,-0.002,3.476,,,,0.003,3.476,,,,0.009,3.476,,,,-7.23E-04,3.476,,,,0.002,3.476,,,,0.002,3.476,,,,0.002,3.476,,,,0.003,,,,
